,text,y,split
1592,allen show outgag young whippersnapper making moving picture today,1,3
1593,good solid pedigree front specifically behind camera,1,6
1594,mean slamdunk sure ultimately disappoint action fan moved edge seat dynamic first act still come touching transcendent love story,1,0
1595,encourage young old alike go see unique entertaining twist classic whale tale wont sorry,1,1
1596,literary detective story still detective story aficionado whodunit wont disappointed,1,2
1597,high crime steal freely movie combine enough disparate type film cant help engage audience,1,1
1598,youre fan series youll love probably want see twice,1,4
1599,celebrates group playful spark nonconformity glancing vividly back hibiscus grandly called angel light,1,5
1600,story inspiring ironic revelatory ridiculous moneyoriented record industry really also testament integrity vision band,1,7
1601,laced liberal dos dark humor gorgeous exterior photography stablefull solid performance thing fascinating little tale,1,1
1602,hupperts show steal make meal channeling kathy baker creepy turn repressed mother boston public much 8 woman augustine,1,7
1603,nair doesnt treat issue lightly allows character confront problem openly honestly,1,2
1604,best silly horror movie recent memory real shock store unwary viewer,1,1
1605,work filmmaker secret buried heart story know take time revealing strange occurrence build mind viewer take extreme urgency,1,7
1606,certain ghoulish fascination generates fair amount bmovie excitement,1,4
1607,familiar utterly delightful,1,5
1608,fascinating dark thriller keep hooked delicious pulpiness lurid fiction,1,8
1609,aim funny uplifting moving sometimes extent succeeds impressive,1,1
1610,brilliantly shine character direction intelligently accomplished,1,0
1611,every taste often funny collegiate grossout comedy go long way toward restoring luster national lampoon franchise long reduced directtovideo irrelevancy,1,7
1612,broad cartoonish screenplay accuracy observation work director frank novak keep grounded undeniable social realism,1,3
1613,addition hoffman powerful acting clinic rare drama offer thoughtful rewarding glimpse sort heartache everyone felt feel someday,1,2
1614,jeffrey tambors performance intelligent jazzplaying exterminator oscarworthy,1,4
1615,opening strain average white band pick piece feel love,1,3
1616,stevens vibrant creative instinct difference countless flick guy doll,1,9
1617,itll probably best mature comedy 2002 summer season speaks season picture,1,7
1618,old people love mean nicest possible way last order touch heart anyone old enough earned 50year friendship,1,0
1619,meyjes provocative might called example haphazardness evil,1,5
1620,tian emphasizes isolation character confining color liyans backyard,1,6
1621,pretty funny without way demeaning subject,1,1
1622,imagine scenario bergman approach swedish fatalism using gary larsons far side humor,1,4
1623,damn weird pas blacklight crowd way cheaper better pink floyd ticket,1,1
1624,remarkable epic scope startling intimacy achieves despite breadth,1,5
1625,great monster youve paid matinee price bought big tub popcorn there guilty fun chomp chomp,1,0
1626,grey zone give voice story need heard sea holocaust movie suffers difficulty,1,3
1627,fun nimble,1,9
1628,others attuned anarchist maxim urge destroy also creative urge willing see eye find morrison iconoclastic us technology liberating,1,4
1629,miller tell compelling tale little fuss noise expertly plucking tension quiet,1,7
1630,time existential drama without pretension associated term,1,2
1631,sweet laughaminute crowd pleaser lift spirit well corner mouth,1,9
1632,writerdirector alexander payne election cowriter jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing,1,5
1633,best doesnt make character flaw insists virtue imperfection,1,4
1634,tough watch fantastic,1,2
1635,best animated feature hit theater since beauty beast 11 year ago,1,3
1636,save deeply affecting merely collection wrenching case corcueras attention detail,1,2
1637,funny touching,1,2
1638,pacino best he year keener marvelous,1,2
1639,solid spooky entertainment worthy price ticket,1,3
1640,turn fanciful grisly engagingly quixotic,1,8
1641,funny enjoyable,1,9
1642,adaptation intricately constructed strange way nail orleans theme without true adaptation book,1,9
1643,purely enjoyable might even notice fairly straightforward remake hollywood comedy father bride,1,0
1644,moonlight mile give freedom feel contradictory thing sentimental feel free offend analytical surrender illogic character grief yet permit laughter,1,2
1645,real triumph igby come philippe make oliver far interesting character line would suggest sarandon couldnt better cruel weirdly likable wasp matron,1,6
1646,robin williams thankfully ditched saccharine sentimentality bicentennial man favour altogether darker side,1,4
1647,youre willing fun wont feel cheated high infidelity unfaithful,1,0
1648,australia land beyond time enjoyable big primarily australia weirdly beautiful place,1,4
1649,hoffman performance authentic core,1,0
1650,told proficiently enough trounce overly comfortable trapping,1,0
1651,enthralling aesthetic experience thats steeped mystery ravishing baroque beauty,1,7
1652,quirky drama touch heart funnybone thanks energetic always surprising performance rachel griffith,1,7
1653,captivating comingofage story may also first narrative truly informed wireless age,1,9
1654,could daytime soap opera actually compelling look young woman tragic odyssey,1,2
1655,duvall strong always,1,6
1656,noholdsbarred cinematic treat,1,2
1657,youd hardhearted person moved drama,1,9
1658,allen underestimated charm delivers goody lump coal,1,4
1659,measured practically likethemed oscarsweeping franchise predecessor silence lamb red dragon rate exceptional thriller,1,1
1660,exhilarating serving fluff,1,4
1661,maelstrom strange compelling engrossing different moral tale twisted sense humor,1,9
1662,make believe cast crew thoroughly enjoyed believed smallbudget,1,5
1663,dark disturbing yet compelling watch,1,0
1664,often son bride becomes exercise trying predict preordained big moment occur,1,2
1665,picture us humor heartfelt conviction tell story discovering destination life also acknowledging place people whence came,1,3
1666,solid piece journalistic work draw picture man political expedience became deadly foreign policy,1,8
1667,terrific insider look starmaking machinery tinseltown,1,1
1668,diverting enough hourandahalf family audience,1,4
1669,partyhearty teen flick like acid,1,4
1670,giddy whimsical relevant today 270 year ago,1,5
1671,offer intriguing whatif premise,1,5
1672,pianist roman polanski may born make,1,7
1673,version justice stevenson scifi genre,1,1
1674,poignant delicately complex,1,7
1675,enough may pander basest desire payback unlike many revenge fantasy ultimately delivers,1,9
1676,chos latest comic set isnt sharp fresh im want still damn funny stuff,1,0
1677,pianist polanski saying long wanted say confronting root preoccupation obsession allows nothing get way,1,3
1678,despite film shortcoming story quietly moving,1,2
1679,love cinema paradiso find new scene interesting find improved,1,9
1680,come family eats meddles argues laugh kibbitzes fight together go see delightful comedy,1,3
1681,bracingly truthful antidote hollywood teenage movie slather clearasil blemish youth capture combustible mixture chafing inner loneliness desperate grandiosity tend characterize puberty,1,1
1682,reason see sade lay chemistry complex relationship marquis auteil emilie le besco,1,2
1683,filmmaker postcamp comprehension made oldtime b movie goodbad make eight legged freak perfectly entertaining summer diversion,1,3
1684,serious thoughtful,1,1
1685,strike hardest reminds pertinent dynamic remain fifty year fact world political situation seems little different director phillip noyce brings allegory remarkable skill,1,2
